Data downloaded from Alaska Climate Research Center (https://akclimate.org)
Station name: Anchorage
Station ID: USW00026451
Downloaded: Tue Oct 11 2022 12:08:28 GMT-0600 (Mountain Daylight Time)

"Date","Maximum Temperature (degF)","Precipitation (in)","Mean Temperature (degF)","Minimum Temperature (degF)","Snowfall (in)","Snow Depth (in)"
"2014-11-21","37","0","34.5","32","0","0"
"2014-11-22","36","","32.5","29","","0"
"2014-11-23","33","0","30","27","0","0"
"2014-11-24","33","","28","23","","0"
"2014-11-25","37","0.01","31.5","26","0.1",""
"2014-11-26","32","","25","18","",""
"2014-11-27","24","0","19","14","0",""
"2014-11-28","24","0","22.5","21","0",""
"2014-11-29","26","0.16","22","18","2.1","2"
"2014-11-30","28","","24","20","","2"
"2014-12-01","24","0.12","21.5","19","2.2","5"
"2014-12-02","39","0.16","31.5","24","0.8","4"
"2014-12-03","35","0.03","30.5","26","1.3","5"
"2014-12-04","30","","27","24","","5"
"2014-12-05","27","0","25","23","0","4"
"2014-12-06","30","","25","20","","4"
"2014-12-07","37","0","33.5","30","0","4"
"2014-12-08","39","","35","31","0","4"
"2014-12-09","36","0.01","31.5","27","0","4"
"2014-12-10","34","0","27","20","0","4"
"2014-12-11","30","0","23","16","0","4"
"2014-12-12","27","","20.5","14","","4"
"2014-12-13","29","0","21","13","0","4"
"2014-12-14","34","0","31","28","","4"
"2014-12-15","35","","31","27","0","4"
"2014-12-16","35","","31","27","0","4"
"2014-12-17","36","0.01","29","22","0","4"
"2014-12-18","26","0","20","14","0","4"
"2014-12-19","26","0","20.5","15","0","4"
"2014-12-20","27","0","23","19","","4"
"2014-12-21","28","0.03","24","20","0.8","5"
"2014-12-22","28","0.02","26.5","25","0.5","5"
"2014-12-23","29","","26","23","","5"
"2014-12-24","28","","25.5","23","","5"
"2014-12-25","38","0.18","32","26","1.6","7"
"2014-12-26","37","","34","31","","6"
"2014-12-27","32","0","26.5","21","0","6"
"2014-12-28","28","","25","22","","6"
"2014-12-29","32","0","29.5","27","0","6"
"2014-12-30","43","0.05","36.5","30","0.3","6"
"2014-12-31","43","0.07","38.5","34","0","4"
"2015-01-01","35","","31","27","","4"
"2015-01-02","32","0","24","16","0","4"
"2015-01-03","24","0","17","10","0","4"
"2015-01-04","16","0","9.5","3","0","4"
"2015-01-05","15","","9.5","4","","4"
"2015-01-06","16","","9","2","","4"
"2015-01-07","23","0","15.5","8","0","4"
"2015-01-08","31","0.01","27","23","","4"
"2015-01-09","34","","31.5","29","0","4"
"2015-01-10","35","0","31.5","28","0","4"
"2015-01-11","33","0","28.5","24","0","4"
"2015-01-12","36","0","29.5","23","0","4"
"2015-01-13","46","0","38","30","0","4"
"2015-01-14","37","","32","27","","4"
"2015-01-15","42","","38","34","0","4"
"2015-01-16","43","0","36.5","30","0","4"
"2015-01-17","34","0","30","26","0","4"
"2015-01-18","31","0.02","28","25","0.1","4"
"2015-01-19","30","0","25","20","0","4"
"2015-01-20","27","0","20.5","14","0","4"
"2015-01-21","19","0","13.5","8","0","4"
"2015-01-22","20","0.12","13","6","2.2","4"
"2015-01-23","21","0.15","19","17","2.5","6"
"2015-01-24","18","","11.5","5","0.1","9"
"2015-01-25","13","","4","-5","","9"
"2015-01-26","7","","1.5","-4","","8"
"2015-01-27","12","","9.5","7","","8"
"2015-01-28","14","0","9.5","5","0","8"
"2015-01-29","22","0.05","13","4","0.9","7"
"2015-01-30","20","","13.5","7","0.1","8"
"2015-01-31","19","0","12","5","0","7"
"2015-02-01","26","0","15.5","5","0","7"
"2015-02-02","21","","13.5","6","","7"
"2015-02-03","16","0","9.5","3","0","7"
"2015-02-04","16","","9.5","3","","7"
"2015-02-05","28","0","14","0","0","7"
"2015-02-06","24","0","19.5","15","0","6"
"2015-02-07","16","0","12.5","9","0","5"
"2015-02-08","13","0","8.5","4","0","5"
"2015-02-09","17","0","12.5","8","0","5"
"2015-02-10","28","0","22","16","0","5"
"2015-02-11","33","0","28.5","24","0","5"
"2015-02-12","31","0.13","28","25","0.9","5"
"2015-02-13","29","0","24","19","0","5"
"2015-02-14","33","","28.5","24","","5"
"2015-02-15","36","","32","28","0","5"
"2015-02-16","44","0.02","38","32","","4"
"2015-02-17","44","0","39","34","0","4"
"2015-02-18","37","0","31.5","26","0","4"
"2015-02-19","34","0","27.5","21","0","4"
"2015-02-20","35","0.01","29","23","","4"
"2015-02-21","36","0.4","34.5","33","","4"
"2015-02-22","47","0.01","40.5","34","0","3"
"2015-02-23","43","0.11","39","35","0","2"
"2015-02-24","40","","35","30","","2"
"2015-02-25","36","0","30","24","0","1"
"2015-02-26","30","0","25","20","0","1"
"2015-02-27","29","0","21.5","14","0","1"
"2015-02-28","34","0.04","30.5","27","0.2","1"
"2015-03-01","30","","26","22","","1"
"2015-03-02","34","0","28","22","0","1"
"2015-03-03","37","0.01","33.5","30","0.2","1"
"2015-03-04","38","","35","32","","1"
"2015-03-05","40","0.03","36","32","0","1"
"2015-03-06","41","0.2","36.5","32","0",""
"2015-03-07","42","0.51","36","30","",""
"2015-03-08","33","","27","21","",""
"2015-03-09","25","0","18.5","12","0",""
"2015-03-10","20","0","14","8","0",""
"2015-03-11","18","0","11","4","0",""
"2015-03-12","16","0","9","2","0",""
"2015-03-13","15","0","8.5","2","0",""
"2015-03-14","14","0","6","-2","0","0"
"2015-03-15","14","0.01","7","0","",""
"2015-03-16","41","0.01","27.5","14","",""
"2015-03-17","49","0","39","29","0",""
"2015-03-18","41","0","36","31","0",""
"2015-03-19","41","0","35","29","0","0"
"2015-03-20","45","0","35.5","26","0","0"
"2015-03-21","46","0","35.5","25","0","0"
"2015-03-22","46","0","38","30","0","0"
"2015-03-23","46","0","36","26","0","0"
"2015-03-24","48","0","36.5","25","0","0"
"2015-03-25","47","0","37","27","0","0"
"2015-03-26","46","0","38.5","31","0","0"
"2015-03-27","48","0","41","34","0","0"
"2015-03-28","49","0","38.5","28","0","0"
"2015-03-29","42","0","36.5","31","0","0"
"2015-03-30","49","","40","31","0","0"
"2015-03-31","44","","37","30","0","0"
"2015-04-01","45","","38","31","0","0"
"2015-04-02","47","0","40","33","0","0"
"2015-04-03","48","0","40.5","33","0","0"
"2015-04-04","43","","34.5","26","","0"
"2015-04-05","41","0.01","36.5","32","0.5","0"
"2015-04-06","48","","41","34","0","0"
"2015-04-07","50","0.01","42.5","35","0","0"
"2015-04-08","41","0.2","37","33","1.7",""
"2015-04-09","44","","38","32","","0"
"2015-04-10","49","0.2","42","35","","0"
"2015-04-11","45","","37.5","30","","0"
"2015-04-12","45","0","37.5","30","0","0"
"2015-04-13","41","0","34.5","28","0","0"
"2015-04-14","39","0","32","25","0","0"
"2015-04-15","48","","41","34","0","0"
"2015-04-16","45","0.04","40.5","36","0","0"
"2015-04-17","49","0","42","35","0","0"
"2015-04-18","51","","44.5","38","0","0"
"2015-04-19","50","0.01","45.5","41","0","0"
"2015-04-20","42","0.17","37","32","2.2","0"
"2015-04-21","46","0.01","40","34","","2"
"2015-04-22","49","0","40","31","0","0"
"2015-04-23","49","0","38.5","28","0","0"
"2015-04-24","52","0","40.5","29","0","0"
"2015-04-25","54","0","43","32","0","0"
"2015-04-26","58","0","47","36","0","0"
"2015-04-27","55","","49.5","44","0","0"
"2015-04-28","56","0.01","48","40","0","0"
"2015-04-29","54","0.04","48","42","0","0"
"2015-04-30","51","0","44","37","0","0"
"2015-05-01","55","0","44","33","0","0"
"2015-05-02","60","0","46.5","33","0","0"
"2015-05-03","54","0","45","36","0","0"
"2015-05-04","57","0","45","33","0","0"
"2015-05-05","52","","44.5","37","0","0"
"2015-05-06","54","","43.5","33","0","0"
"2015-05-07","55","","48.5","42","0","0"
"2015-05-08","48","0.29","45.5","43","0","0"
"2015-05-09","56","0.02","50.5","45","0","0"
"2015-05-10","55","0","47.5","40","0","0"
"2015-05-11","57","","47.5","38","0","0"
"2015-05-12","62","0","53","44","0","0"
"2015-05-13","58","0","49","40","0","0"
"2015-05-14","58","","52.5","47","0","0"
"2015-05-15","59","","53","47","0","0"
"2015-05-16","59","","52","45","0","0"
"2015-05-17","58","0","48.5","39","0","0"
"2015-05-18","61","0","49","37","0","0"
"2015-05-19","56","0","49","42","0","0"
"2015-05-20","59","0","48.5","38","0","0"
"2015-05-21","62","0","52.5","43","0","0"
"2015-05-22","66","0","54.5","43","0","0"
"2015-05-23","54","0.22","50","46","0","0"
"2015-05-24","59","","53.5","48","0","0"
"2015-05-25","61","0.02","55","49","0","0"
"2015-05-26","58","0","52.5","47","0","0"
"2015-05-27","59","0","49","39","0","0"
"2015-05-28","63","0","53","43","0","0"
"2015-05-29","68","0","55.5","43","0","0"
"2015-05-30","71","0","58.5","46","0","0"
"2015-05-31","72","0","59.5","47","0","0"
"2015-06-01","69","","59.5","50","0","0"
"2015-06-02","59","0.4","55.5","52","0","0"
"2015-06-03","60","0.01","54.5","49","0","0"
"2015-06-04","54","0.01","51","48","0","0"
"2015-06-05","58","0.08","53","48","0","0"
"2015-06-06","59","","54","49","0","0"
"2015-06-07","60","0.02","54.5","49","0","0"
"2015-06-08","59","0.01","53","47","0","0"
"2015-06-09","55","0.09","50.5","46","0","0"
"2015-06-10","59","0.05","52.5","46","0","0"
"2015-06-11","60","0.04","54.5","49","0","0"
"2015-06-12","66","0","58","50","0","0"
"2015-06-13","72","0","61","50","0","0"
"2015-06-14","79","0","65","51","0","0"
"2015-06-15","83","0","68","53","0","0"
"2015-06-16","83","","72","61","0","0"
"2015-06-17","80","0","67","54","0","0"
"2015-06-18","78","0","66.5","55","0","0"
"2015-06-19","71","0","64","57","0","0"
"2015-06-20","65","0","59.5","54","0","0"
"2015-06-21","62","0","58.5","55","0","0"
"2015-06-22","68","0","60.5","53","0","0"
"2015-06-23","71","0","59.5","48","0","0"
"2015-06-24","74","0","62.5","51","0","0"
"2015-06-25","75","0","66.5","58","0","0"
"2015-06-26","64","0.13","59.5","55","0","0"
"2015-06-27","69","","62.5","56","0","0"
"2015-06-28","65","","60.5","56","0","0"
"2015-06-29","67","0.09","61","55","0","0"
"2015-06-30","68","0","60","52","0","0"
"2015-07-01","66","0","58","50","0","0"
"2015-07-02","62","","57","52","0","0"
"2015-07-03","75","0","63","51","0","0"
"2015-07-04","66","0.02","63.5","61","0","0"
"2015-07-05","76","","67.5","59","0","0"
"2015-07-06","81","","70","59","0","0"
"2015-07-07","68","0.21","62.5","57","0","0"
"2015-07-08","63","0.13","58.5","54","0","0"
"2015-07-09","65","0.02","59","53","0","0"
"2015-07-10","70","0","60.5","51","0","0"
"2015-07-11","73","","63","53","0","0"
"2015-07-12","73","0.05","65.5","58","0","0"
"2015-07-13","69","0.01","62.5","56","0","0"
"2015-07-14","70","","63","56","0","0"
"2015-07-15","69","0","60","51","0","0"
"2015-07-16","63","0.04","59.5","56","0","0"
"2015-07-17","63","0.36","59.5","56","0","0"
"2015-07-18","69","0","63","57","0","0"
"2015-07-19","73","0","62","51","0","0"
"2015-07-20","75","0","65.5","56","0","0"
"2015-07-21","71","0","62.5","54","0","0"
"2015-07-22","64","0.05","59","54","0","0"
"2015-07-23","71","0.09","63","55","0","0"
"2015-07-24","76","0","64","52","0","0"
"2015-07-25","70","0.67","63","56","0","0"
"2015-07-26","63","0.39","59","55","0","0"
"2015-07-27","67","","60.5","54","0","0"
"2015-07-28","68","0.1","62.5","57","0","0"
"2015-07-29","70","0.19","63.5","57","0","0"
"2015-07-30","70","0.04","63","56","0","0"
"2015-07-31","74","0","63.5","53","0","0"
"2015-08-01","78","0","66.5","55","0","0"
"2015-08-02","73","0","65","57","0","0"
"2015-08-03","79","0","66.5","54","0","0"
"2015-08-04","78","0","67.5","57","0","0"
"2015-08-05","73","0","63.5","54","0","0"
"2015-08-06","72","0","64.5","57","0","0"
"2015-08-07","77","0","66","55","0","0"
"2015-08-08","70","0","62","54","0","0"
"2015-08-09","64","0.31","61","58","0","0"
"2015-08-10","68","","62","56","0","0"
"2015-08-11","69","0","60","51","0","0"
"2015-08-12","71","0","59.5","48","0","0"
"2015-08-13","69","","58","47","0","0"
"2015-08-14","67","0","58.5","50","0","0"
"2015-08-15","60","0.15","54","48","0","0"
"2015-08-16","58","0.11","55.5","53","0","0"
"2015-08-17","60","0.28","56","52","0","0"
"2015-08-18","71","0.1","62.5","54","0","0"
"2015-08-19","68","","59.5","51","0","0"
"2015-08-20","66","0","56","46","0","0"
"2015-08-21","64","","56.5","49","0","0"
"2015-08-22","70","0","58","46","0","0"
"2015-08-23","69","0","59.5","50","0","0"
"2015-08-24","66","0","55.5","45","0","0"
"2015-08-25","67","","59","51","0","0"
"2015-08-26","61","0.03","58.5","56","0","0"
"2015-08-27","66","","57","48","0","0"
"2015-08-28","60","0","50.5","41","0","0"
"2015-08-29","56","0","48","40","0","0"
"2015-08-30","57","0","50","43","0","0"
"2015-08-31","59","0","50","41","0","0"
"2015-09-01","61","0","51.5","42","0","0"
"2015-09-02","63","0","49.5","36","0","0"
"2015-09-03","55","0.27","51.5","48","0","0"
"2015-09-04","55","0.09","51.5","48","0","0"
"2015-09-05","57","0.01","54","51","0","0"
"2015-09-06","59","","54.5","50","0","0"
"2015-09-07","61","0.28","56","51","0","0"
"2015-09-08","54","1.11","52.5","51","0","0"
"2015-09-09","62","0.06","56","50","0","0"
"2015-09-10","60","0.06","53","46","0","0"
"2015-09-11","52","0.05","47","42","0","0"
"2015-09-12","52","0.52","46","40","0","0"
"2015-09-13","54","0.08","46","38","0","0"
"2015-09-14","53","0.28","48.5","44","0","0"
"2015-09-15","53","0.94","49.5","46","0","0"
"2015-09-16","51","0.18","46","41","0","0"
"2015-09-17","45","0.61","42","39","0","0"
"2015-09-18","51","","42.5","34","0","0"
"2015-09-19","50","","42","34","0","0"
"2015-09-20","50","0","41","32","0","0"
"2015-09-21","53","0","43","33","0","0"
"2015-09-22","54","0","45","36","0","0"
"2015-09-23","49","0","40","31","0","0"
"2015-09-24","46","0","37","28","0","0"
"2015-09-25","47","","39.5","32","0","0"
"2015-09-26","43","0.27","39.5","36","0","0"
"2015-09-27","46","0.72","42.5","39","0","0"
"2015-09-28","52","0.42","48","44","0","0"
"2015-09-29","46","1.56","39.5","33","0.3","0"
"2015-09-30","43","0.19","37.5","32","2.5","1"
"2015-10-01","47","0","37.5","28","0","0"
"2015-10-02","46","0.15","41.5","37","0","0"
"2015-10-03","46","0.21","42","38","0","0"
"2015-10-04","47","","42.5","38","0","0"
"2015-10-05","48","0","43.5","39","0","0"
"2015-10-06","47","","41.5","36","0","0"
"2015-10-07","44","0.24","42","40","0","0"
"2015-10-08","51","0","46","41","0","0"
"2015-10-09","53","0.04","46.5","40","0","0"
"2015-10-10","50","0.03","44.5","39","0","0"
"2015-10-11","48","0.09","44.5","41","0","0"
"2015-10-12","49","0","41.5","34","0","0"
"2015-10-13","50","0.04","44","38","0","0"
"2015-10-14","46","0.04","41.5","37","0","0"
"2015-10-15","44","0.01","40","36","0","0"
"2015-10-16","42","0.2","41","40","0","0"
"2015-10-17","44","0.28","42","40","0","0"
"2015-10-18","44","0.36","42.5","41","0","0"
"2015-10-19","50","0.02","44","38","0","0"
"2015-10-20","46","","42","38","0","0"
"2015-10-21","45","0","37.5","30","0","0"
"2015-10-22","42","0","34.5","27","0","0"
"2015-10-23","41","","35","29","0","0"
"2015-10-24","47","0.01","42","37","0","0"
"2015-10-25","45","","38.5","32","0","0"
"2015-10-26","40","0","37.5","35","0","0"
"2015-10-27","44","0","38.5","33","0","0"
"2015-10-28","43","","39.5","36","0","0"
"2015-10-29","46","","38.5","31","0","0"
"2015-10-30","42","0.24","35.5","29","3.1","3"
"2015-10-31","33","0","26","19","","3"
"2015-11-01","29","","23.5","18","","3"
"2015-11-02","32","","29.5","27","","3"
"2015-11-03","34","0.06","30","26","1","3"
"2015-11-04","31","","25.5","20","","4"
"2015-11-05","34","","31","28","","3"
"2015-11-06","38","0","34.5","31","0","3"
"2015-11-07","37","0","29.5","22","0","2"
"2015-11-08","33","0.25","25","17","2.3","4"
"2015-11-09","38","0.03","32.5","27","0.3","5"
"2015-11-10","31","0.03","25.5","20","0.1","5"
"2015-11-11","30","0","24","18","0","5"
"2015-11-12","27","0","21.5","16","0","5"
"2015-11-13","22","0","15","8","0","5"
"2015-11-14","19","0","10","1","0","4"
"2015-11-15","10","","3.5","-3","","4"
"2015-11-16","6","0","0.5","-5","0","4"
"2015-11-17","7","","0","-7","","4"
"2015-11-18","3","","-2.5","-8","0.2","4"
"2015-11-19","17","0.15","9","1","2.2","6"
"2015-11-20","35","0.39","26","17","4.8","11"
"2015-11-21","34","0.21","27.5","21","2.8","12"
"2015-11-22","26","0.02","21","16","0.1","12"
"2015-11-23","39","0.05","28","17","","10"
"2015-11-24","45","0.01","42","39","0","5"
"2015-11-25","45","0.19","39.5","34","0","2"
"2015-11-26","37","0.29","34","31","0","1"
"2015-11-27","44","0.01","38.5","33","0",""
"2015-11-28","40","0","35.5","31","0",""
"2015-11-29","33","0","28.5","24","0",""
"2015-11-30","27","0","25","23","0",""
"2015-12-01","26","","22","18","",""
"2015-12-02","24","0.03","19.5","15","0.5",""
"2015-12-03","25","0.02","19","13","0.5",""
"2015-12-04","27","0.01","24","21","0.2","1"
"2015-12-05","23","0","18.5","14","0","1"
"2015-12-06","17","0","10.5","4","0","1"
"2015-12-07","15","","10","5","","1"
"2015-12-08","20","0","16","12","0","1"
"2015-12-09","24","0","18.5","13","0","1"
"2015-12-10","24","0","20.5","17","0","1"
"2015-12-11","23","0","18","13","0","1"
"2015-12-12","26","0.03","21","16","0.6","2"
"2015-12-13","23","","19.5","16","","2"
"2015-12-14","26","0.02","23","20","0.4","2"
"2015-12-15","33","0.04","28.5","24","0.3","2"
"2015-12-16","32","0","26","20","0","2"
"2015-12-17","32","0","26.5","21","0","2"
"2015-12-18","27","0","23.5","20","0","2"
"2015-12-19","29","0","25.5","22","0","2"
"2015-12-20","28","0","21","14","0","2"
"2015-12-21","22","","15","8","","2"
"2015-12-22","16","","11","6","","2"
"2015-12-23","14","","10","6","","2"
"2015-12-24","13","","9.5","6","","2"
"2015-12-25","24","0","17.5","11","0","2"
"2015-12-26","27","0","22.5","18","0","2"
"2015-12-27","26","0","21.5","17","0","2"
"2015-12-28","42","0.01","34","26","","1"
"2015-12-29","46","","39.5","33","0","0"
"2015-12-30","45","0.02","38.5","32","0","0"
"2015-12-31","38","0.05","35","32","0.1",""
"2016-01-01","37","","32.5","28","0",""
"2016-01-02","40","0.01","36.5","33","0","0"
"2016-01-03","39","0","33.5","28","0","0"
"2016-01-04","34","","31.5","29","","0"
"2016-01-05","41","0","32.5","24","0","0"
"2016-01-06","28","0","23.5","19","0","0"
"2016-01-07","24","0","20","16","0","0"
"2016-01-08","27","0","21.5","16","0","0"
"2016-01-09","40","","32","24","","0"
"2016-01-10","38","","32.5","27","","0"
"2016-01-11","36","0","31.5","27","0","0"
"2016-01-12","29","0.05","27.5","26","1.2","0"
"2016-01-13","29","0.1","27","25","2.2","2"
"2016-01-14","27","","21.5","16","0.1","4"
"2016-01-15","22","0","16","10","0","3"
"2016-01-16","25","0","19.5","14","0","3"
"2016-01-17","29","0","24","19","0","2"
"2016-01-18","29","0","22","15","0","2"
"2016-01-19","29","0","24.5","20","0","2"
"2016-01-20","26","0","21.5","17","0","2"
"2016-01-21","27","0","22","17","0","2"
"2016-01-22","26","0","22.5","19","0","2"
"2016-01-23","27","","23.5","20","","2"
"2016-01-24","33","0","29","25","0","2"
"2016-01-25","36","0","31","26","0","2"
"2016-01-26","32","0","28","24","0","2"
"2016-01-27","41","","33","25","0","2"
"2016-01-28","39","0.12","34","29","","1"
"2016-01-29","39","0","34","29","0","1"
"2016-01-30","33","0","28","23","0","1"
"2016-01-31","27","0","23","19","0","1"
"2016-02-01","23","0","18.5","14","0","1"
"2016-02-02","26","0","20","14","0","1"
"2016-02-03","31","0","26","21","0","1"
"2016-02-04","40","0","33.5","27","0","1"
"2016-02-05","37","0.08","31","25","","1"
"2016-02-06","32","","27.5","23","","1"
"2016-02-07","30","0","25.5","21","0","1"
"2016-02-08","34","0","30","26","0","1"
"2016-02-09","32","0","27.5","23","0","1"
"2016-02-10","34","0","26","18","0","1"
"2016-02-11","36","","31","26","","1"
"2016-02-12","37","","32","27","0","1"
"2016-02-13","42","0.01","35.5","29","0","1"
"2016-02-14","36","","32.5","29","0","1"
"2016-02-15","39","0","31","23","0","1"
"2016-02-16","33","0","26","19","0","1"
"2016-02-17","28","0","22","16","0","1"
"2016-02-18","27","0","21.5","16","0","1"
"2016-02-19","24","0","19","14","0","1"
"2016-02-20","30","","25","20","","1"
"2016-02-21","43","0.23","36","29","1.8","2"
"2016-02-22","42","0","37","32","0","1"
"2016-02-23","37","","33","29","","1"
"2016-02-24","44","","37.5","31","","1"
"2016-02-25","46","","39","32","0",""
"2016-02-26","42","0","37","32","0",""
"2016-02-27","42","","36","30","","0"
"2016-02-28","44","","37","30","0",""
"2016-02-29","40","0","34.5","29","0","0"
"2016-03-01","41","0","32.5","24","0","0"
"2016-03-02","40","0","31.5","23","0","0"
"2016-03-03","36","0","27","18","0","0"
"2016-03-04","28","0.04","24.5","21","1.7","0"
"2016-03-05","34","0","29.5","25","0","2"
"2016-03-06","40","0","33","26","0",""
"2016-03-07","35","0","31","27","0",""
"2016-03-08","41","","34","27","",""
"2016-03-09","42","0","33","24","0",""
"2016-03-10","40","0","31","22","0",""
"2016-03-11","41","0","34.5","28","0","0"
"2016-03-12","46","0","36.5","27","0","0"
"2016-03-13","44","0","33","22","0","0"
"2016-03-14","39","0","30","21","0","0"
"2016-03-15","41","0.26","35","29","2.6","0"
"2016-03-16","36","","30.5","25","","3"
"2016-03-17","32","","26.5","21","","2"
"2016-03-18","34","0","26.5","19","0","1"
"2016-03-19","24","0.35","20","16","6.4","1"
"2016-03-20","37","","27","17","","7"
"2016-03-21","45","0","38.5","32","0","5"
"2016-03-22","49","0","40","31","0","2"
"2016-03-23","50","0","40","30","0",""
"2016-03-24","51","0","42","33","0","0"
"2016-03-25","44","0.16","39.5","35","0","0"
"2016-03-26","41","0","34.5","28","0","0"
"2016-03-27","42","","35.5","29","0","0"
"2016-03-28","40","0.23","36.5","33","0","0"
"2016-03-29","44","0.09","38.5","33","0","0"
"2016-03-30","50","0.1","43","36","0","0"
"2016-03-31","53","0","42.5","32","0","0"
"2016-04-01","51","","46","41","0","0"
"2016-04-02","46","","40","34","0","0"
"2016-04-03","48","0","39","30","0","0"
"2016-04-04","46","0","37.5","29","0","0"
"2016-04-05","50","","41.5","33","0","0"
"2016-04-06","49","","43.5","38","0","0"
"2016-04-07","53","0","42","31","0","0"
"2016-04-08","51","0","40","29","0","0"
"2016-04-09","46","","41.5","37","0","0"
"2016-04-10","51","0","43.5","36","0","0"
"2016-04-11","50","0","41","32","0","0"
"2016-04-12","55","0","42.5","30","0","0"
"2016-04-13","53","","46","39","0","0"
"2016-04-14","54","0","43.5","33","0","0"
"2016-04-15","50","0","42.5","35","0","0"
"2016-04-16","52","0.02","44","36","0","0"
"2016-04-17","53","0","41.5","30","0","0"
"2016-04-18","53","0","44","35","0","0"
"2016-04-19","50","0","44","38","0","0"
"2016-04-20","54","","44.5","35","0","0"
"2016-04-21","58","0","44","30","0","0"
"2016-04-22","56","","49","42","0","0"
"2016-04-23","55","0","46","37","0","0"
"2016-04-24","58","","50.5","43","0","0"
"2016-04-25","50","0","45.5","41","0","0"
"2016-04-26","52","","44.5","37","0","0"
"2016-04-27","52","0","44.5","37","0","0"
"2016-04-28","48","0","41.5","35","0","0"
"2016-04-29","49","0","45","41","0","0"
"2016-04-30","53","0","45","37","0","0"
"2016-05-01","49","","44","39","0","0"
"2016-05-02","53","","43.5","34","0","0"
"2016-05-03","51","0","46.5","42","0","0"
"2016-05-04","53","0","46.5","40","0","0"
"2016-05-05","48","","41","34","0","0"
"2016-05-06","58","","50","42","0","0"
"2016-05-07","54","0","47","40","0","0"
"2016-05-08","50","0.08","44","38","0","0"
"2016-05-09","52","0.09","47","42","0","0"
"2016-05-10","59","","48.5","38","0","0"
"2016-05-11","59","0.01","52.5","46","0","0"
"2016-05-12","65","0","55.5","46","0","0"
"2016-05-13","71","0","56.5","42","0","0"
"2016-05-14","71","0","60.5","50","0","0"
"2016-05-15","72","0","61.5","51","0","0"
"2016-05-16","64","","54.5","45","0","0"
"2016-05-17","58","","53.5","49","0","0"
"2016-05-18","54","","51","48","0","0"
"2016-05-19","61","0","51.5","42","0","0"
"2016-05-20","58","0.06","52.5","47","0","0"
"2016-05-21","51","0.04","47.5","44","0","0"
"2016-05-22","55","0.01","49","43","0","0"
"2016-05-23","58","0.01","51.5","45","0","0"
"2016-05-24","62","0","53.5","45","0","0"
"2016-05-25","64","0","54","44","0","0"
"2016-05-26","69","0","57","45","0","0"
"2016-05-27","72","0","61","50","0","0"
"2016-05-28","69","0","59","49","0","0"
"2016-05-29","69","","59","49","0","0"
"2016-05-30","65","0.03","58","51","0","0"
"2016-05-31","63","0","54","45","0","0"
"2016-06-01","66","0","57.5","49","0","0"
"2016-06-02","66","0","59","52","0","0"
"2016-06-03","62","","56.5","51","0","0"
"2016-06-04","63","","54.5","46","0","0"
"2016-06-05","62","0","56.5","51","0","0"
"2016-06-06","53","1.03","49.5","46","0","0"
"2016-06-07","66","0","54","42","0","0"
"2016-06-08","67","0","57.5","48","0","0"
"2016-06-09","68","0","58.5","49","0","0"
"2016-06-10","61","","54","47","0","0"
"2016-06-11","62","0.07","56.5","51","0","0"
"2016-06-12","62","","55","48","0","0"
"2016-06-13","69","","59.5","50","0","0"
"2016-06-14","74","0","63","52","0","0"
"2016-06-15","73","0","64","55","0","0"
"2016-06-16","83","0","67.5","52","0","0"
"2016-06-17","70","0","60","50","0","0"
"2016-06-18","67","","60.5","54","0","0"
"2016-06-19","60","0.09","57","54","0","0"
"2016-06-20","64","0.03","58.5","53","0","0"
"2016-06-21","71","0","61","51","0","0"
"2016-06-22","76","0","63","50","0","0"
"2016-06-23","66","0.01","60.5","55","0","0"
"2016-06-24","64","0.16","60","56","0","0"
"2016-06-25","67","0","61","55","0","0"
"2016-06-26","67","0.26","60.5","54","0","0"
"2016-06-27","66","0","60","54","0","0"
"2016-06-28","70","","63","56","0","0"
"2016-06-29","71","0.03","64","57","0","0"
"2016-06-30","69","0.03","60.5","52","0","0"
"2016-07-01","60","0.28","57","54","0","0"
"2016-07-02","66","","60","54","0","0"
"2016-07-03","63","0.07","60","57","0","0"
"2016-07-04","68","0.05","62.5","57","0","0"
"2016-07-05","61","0.17","58.5","56","0","0"
"2016-07-06","61","0.1","58","55","0","0"
"2016-07-07","69","0.02","61.5","54","0","0"
"2016-07-08","74","0","62.5","51","0","0"
"2016-07-09","74","0","65","56","0","0"
"2016-07-10","71","0","64.5","58","0","0"
"2016-07-11","69","","63","57","0","0"
"2016-07-12","77","0","64.5","52","0","0"
"2016-07-13","71","0","63","55","0","0"
"2016-07-14","74","0","64.5","55","0","0"
"2016-07-15","68","0","62.5","57","0","0"
"2016-07-16","72","0","64.5","57","0","0"
"2016-07-17","76","0","65.5","55","0","0"
"2016-07-18","79","0","68.5","58","0","0"
"2016-07-19","79","0","70.5","62","0","0"
"2016-07-20","76","0","67","58","0","0"
"2016-07-21","69","0.15","64.5","60","0","0"
"2016-07-22","64","0.4","61","58","0","0"
"2016-07-23","71","","64","57","0","0"
"2016-07-24","63","0.81","59.5","56","0","0"
"2016-07-25","63","0.19","59.5","56","0","0"
"2016-07-26","65","0.09","60","55","0","0"
"2016-07-27","67","0.12","61","55","0","0"
"2016-07-28","72","0.03","64.5","57","0","0"
"2016-07-29","68","0","64","60","0","0"
"2016-07-30","66","0","63","60","0","0"
"2016-07-31","66","0","59.5","53","0","0"
